Id,Source,Translation,Comment
JWK-FM-Gameplay-Characterstatus-6191884d-Visibleifyourcha,Visible if your character is within an <b>illegal area</b>.,"Viditelné, pokud se vaše postava nachází v <b>zakázané oblasti</b>.",
JWK-FM-Gameplay-Characterstatus-76486c14-Visibleifyourcha,"Visible if your character is <b>undercover</b>, which means it’s impersonating an enemy soldier.",,
JWK-FM-Gameplay-Characterstatus-8173edf0-Visiblewhenyourc,"Visible when your character is within enemy sight. Pulling out weapons, acting suspiciously, or committing crimes is not the best idea.",,
JWK-FM-Gameplay-Characterstatus-90edef57-Visibleifyourcha,"Visible if your character is <b>wanted</b>. Its fill level represents how much <b>heat</b> your character has, which reduces over time as you remain hidden.","Viditelné, pokud je vaše postava <b>hledaná</b>. Úroveň zaplnění ukazuje, jak velké <b>podezření</b> vaše postava má, které se postupně snižuje, pokud zůstáváte skryti.",
JWK-FM-Gameplay-Characterstatus-997c0a67-Characterstatusi,"<b>Character status</b> is indicated by various icons shown on the HUD in the upper-right corner of the screen.<br/>Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.",,
JWK-FM-Gameplay-Characterstatus-Title,Character status,Postava,
JWK-FM-Gameplay-Characterstatus-b6527c5a-Visibleifyourcha,"Visible if your character has been detected as a threat and is within enemy sight. If you are at a distance, concealed, or in the dark, it will take longer for the enemies to recognize you. When this happens, the icon will gradually fill up, giving you a brief chance to hide.",,
JWK-FM-Gameplay-Characterstatus-cbab7f7a-Icons,Icons,Ikony,
JWK-FM-Gameplay-Commanding-30012d8c-Youcancommandasq,"You can command a squad using the vanilla commanding system. Your subordinates are persistent and in multiplayer sessions enter and exit the game with you. If your character dies, your squad will become detached. Any player, including you, can take command over a detached fighter by approaching them and using an action. Therefore, you can regain command if you return to your former squad with a new character quickly enough. A detached squad will disappear if there is no one nearby for a certain time.",,
JWK-FM-Gameplay-Commanding-Title,Commanding,Velení,
JWK-FM-Gameplay-Construction-080c18fe-Placeableobjects,"Placeable objects are smaller props that are paid for in money by the placing person. If an item can be owned, it will be automatically linked to the person placing it (for example: item storages). <b>Right now placed items cannot be moved or removed</b>.",,
JWK-FM-Gameplay-Construction-18190382-Building,Building,Stavění,
JWK-FM-Gameplay-Construction-83b857c3-Constructionincl,"Construction includes placement of various items in the world and building structures. Both these actions are available via <b>radial menu</b>, but will only appear if your character is equipped with an <b>entrenching tool</b>. Moreover, construction is only possible at <b>operating bases</b> controlled by the resistance.",,
JWK-FM-Gameplay-Construction-Title,Construction,Výstavba,
JWK-FM-Gameplay-Construction-ca2af7ad-Placement,Placement,Umístění,
JWK-FM-Gameplay-Construction-de224224-Buildablestructu,"Buildable structures cost resources, which are taken from the location storage. <b>Right now raised structures cannot be moved or removed</b>. Structures belong to the resistance in general and are not linked to the specific person constructing them.",,
JWK-FM-Gameplay-Illegalzones-4c63a8ca-Therearemanyarea,"There are many areas that are forbidden to enter for civilians. Any players spotted in these areas will be instantly shot and hunted. Depending on your settings, these areas will be marked in red on your map and/or you will see a status icon on your HUD upon entering them. There is no need to frantically check your map to avoid entering them by accident - they are usually fenced and accompany military bases, outposts, factories, and other military or strategic points of interest.",,
JWK-FM-Gameplay-Illegalzones-Title,Illegal zones,Zakázané zóny,
JWK-FM-Gameplay-Illegalzones-b557e539-Militarypersonne,Military personnel is allowed to be present within illegal zones. You can <b>disguise</b> yourself in enemy uniform to walk around freely.,,
JWK-FM-Gameplay-Money-26395fd0-Ifyouareextremel,"If you are extremely desperate, you can try extorting defenceless civilians. This should be your last resort, as it turns them hostile against you and makes you lose their hard-earned support.",,
JWK-FM-Gameplay-Money-72c051fe-Moneymakesthewor,"<b>Money</b> makes the world go around and it is no different in *Freedom Fighters*. You will need it to buy gear, supplies, hire subordinates and expand your bases. Amount of possessed money can be checked at any moment by opening the inventory menu.",,
JWK-FM-Gameplay-Money-Title,Money,Peníze,
JWK-FM-Gameplay-Money-d5ae6699-Yourmoneyisvirtu,"Your money is virtual, which means there is no in-game wallet item and your balance is tied to your player profile. What happens with your balance in case of your character death depends on your difficulty settings - ranging from no penalty, through fixed fee, to a complete loss.",,
JWK-FM-Gameplay-Money-d85ed326-EarningmethodsTh,"<b>Earning methods</b><br/>There are multiple ways to make money, but collecting enemy dogtags and turning them in to the resistance is the most rewarding one. You can also sell equipment looted from the enemy.",,
JWK-FM-Gameplay-Money-dc3800b7-Youcanselectthec,You can select the currency used in your run during game setup. Selected currency format has no effect on the gameplay and is purely a cosmetic/role-playing change.,,
JWK-FM-Gameplay-Money-e3fd825c-TransferringYouc,"<b>Transferring</b><br/>You can transfer money to another freedom fighter by accessing the radial menu and selecting the <b>Transfer money</b> option. To do so, you need to be in the immediate vicinity of the recipient. After money is sent, the transferee will receive a notification mentioning the sender name and amount of money received.",,
JWK-FM-Gameplay-Ownership-006d84b1-Toacquireownersh,"To acquire ownership over an item, it must have no prior owner. In that case, you will see a <b>Claim ownership</b> action on the item. Just use it to claim the item as your own. If you are placing objects and the object can be owned, you will automatically claim ownership over it.",,
JWK-FM-Gameplay-Ownership-4413969f-Management,Management,Správa,
JWK-FM-Gameplay-Ownership-773b1dfe-Sometimesyoumaya,"Sometimes you may also want to pass the ownership to another player, for example if you are building containers for your squad. In that case you can use <b>Abandon ownership</b> action to release the item. Afterwards, it can be claimed by any other player. Abandoning the item will also automatically unlock it.",,
JWK-FM-Gameplay-Ownership-Title,Ownership,Vlastnictví,
JWK-FM-Gameplay-Ownership-fe41bb44-Variousitemsinth,"Various items in the world can be <b>owned by freedom fighters</b> — such as containers placed in operating bases and vehicles found in the world. The <b>owner</b> can lock the item, restricting other players’ access. Both lock state and ownership is persisted. This is useful if you want to keep your personal belongings secure, or make sure no reckless driver hijacks your valuable vehicle at a resistance base.",,
JWK-FM-Gameplay-Radialmenu-25a25738-Basicfeaturesava,"<b>Basic features available via the radial menu include:</b><br/>- Accessing <b>journal</b>, containing details about your current tasks<br/>- Accessing <b>campaign progress</b> menu, which lists your high-level objectives required to win the uprising<br/>- <b>Transferring money</b> to nearby <b>freedom fighters</b><br/>- Accessing placing and construction menus<br/>- Accessing <b>placing</b> and <b>construction</b> menus",,
JWK-FM-Gameplay-Radialmenu-91165b3d-Opentheradialmen,"Open the radial menu by pressing <b>U</b> to access various features specific to *Freedom Fighters*. This menu is context-aware,<br/>which means the options available within the menu may depend on your character state, objects in your vicinity,<br/>equipped tools and other. When additional options are available, you will usually see an on-screen prompt<br/>in the lower part of your screen.",,
JWK-FM-Gameplay-Radialmenu-Title,Radial menu,Radiální menu,
JWK-FM-Gameplay-Radio-3923c5a0-Youcanuseanyhand,"You can use any handheld radio to communicate with the resistance. To do so, you must equip the radio in hand and interact with it using the radial menu. You will see a call to action when the interaction is available. Remember to turn the radio on and tune it to required frequency. You also need to be within range of a controlled radio site.",,
JWK-FM-Gameplay-Radio-Title,Radio,Rádio,
JWK-FM-Gameplay-Respawn-0b386139-Towns,Towns,Města,
JWK-FM-Gameplay-Respawn-0f591aee-Afterjoiningthef,"After joining the fight for the first time, or after an unfortunate death, the player will be faced with the <b>deployment map tool</b>. In this view, they can select the respawn location they wish to use. If there is no location available, the player has to wait until remaining players reenable respawn availability. If there are no remaining players alive, the campaign will fail.",,
JWK-FM-Gameplay-Respawn-1ae64749-Tospawninatownth,"To spawn in a town, there must be at least one <b>supporter</b> in the local population. By spawning, the player takes control of a civilian character that is taken away from the supporters amount. Town population is not affected by this.",,
JWK-FM-Gameplay-Respawn-4b5620b6-Spawningatoperat,"Spawning at <b>operating bases</b> consumes a certain amount of resources, depending on the <b>operating base</b> type. Respawn cost, along with available resources at the base, is always shown in the <b>deployment map tool</b>.",,
JWK-FM-Gameplay-Respawn-8ddf3d73-Operatingbases,Operating bases,Operační základny,
JWK-FM-Gameplay-Respawn-906dc6ea-Spawnedcharacter,Spawned character will have a mix of resistance clothes and no equipment at all.,,
JWK-FM-Gameplay-Respawn-9d2e62ef-Spawnedcharacter,"Spawned character will have civilian clothes, a basic handgun, a map and some bag.",,
JWK-FM-Gameplay-Respawn-Title,Respawn,Respawn,
JWK-FM-Gameplay-Resting-08bd2eb2-Healing,Healing,Léčení,
JWK-FM-Gameplay-Resting-0a142ed0-Youcanusemostbed,"You can use most beds found in the world to <b>rest</b>. Resting advances time, which is useful if you want to skip night-time or, to the contrary, you want to carry out an assault in the dark.",,
JWK-FM-Gameplay-Resting-1d960dec-AdditionallyChar,"Additionally:<br/>- Character cannot be <b>wanted</b><br/>- If character is in <b>combat attire</b>, there cannot be enemies nearby<br/>- Bed cannot be in <b>illegal area</b>",,
JWK-FM-Gameplay-Resting-28bffe0d-Torestyouhavetoi,"To rest, you have to interact with a bed and select resting duration in the menu. In multiplayer, all players spawned in-world need to get near beds and confirm their readiness to rest. It is not possible to change planned rest duration while players are waiting. To do so, all players must cancel their readiness (or exit resting menu), which will clear currently planned rest.",,
JWK-FM-Gameplay-Resting-55b14b8e-Onceallrequiredp,"Once all required players are ready, a timelapse will occur, fast-forwarding by the selected duration.",,
JWK-FM-Gameplay-Resting-688f7a52-Requirements,Requirements,Požadavky,
JWK-FM-Gameplay-Resting-83c2e8a8-Eachplayerneedst,Each player needs to have a <b>wristwatch</b> in order to wake up at the planned time.,,
JWK-FM-Gameplay-Resting-Title,Resting,Odpočinek,
JWK-FM-Gameplay-Resting-fc700ed1-Dependingonyourd,"Depending on your difficulty settings, resting may heal player characters.<br/>Damage is healed in full, independently of the rest duration.",,
JWK-FM-Gameplay-Title,Gameplay,Hratelnost,
JWK-FM-Gameplay-Undercover-89a57bb0-Dependingonyourd,"Depending on your difficulty settings, you will see a <b>status icon</b> when your character is undercover.",,
JWK-FM-Gameplay-Undercover-Title,Undercover,Utajení,
JWK-FM-Gameplay-Undercover-ad707e76-Bywearingcomplet,"By wearing complete enemy uniform your character can go <b>undercover</b>. In this state, you can enter <b>illegal areas</b>, openly carry weapons (if the weapon belongs to the enemy faction), and drive enemy vehicles without attracting attention. The cover can be blown if you act suspiciously or open fire.",,
JWK-FM-General-Difficultysettings-1c48f8f3-Presets,Presets,Presety,
JWK-FM-General-Difficultysettings-36014de2-Whenstartinganew,"When starting a new game, you can modify various settings to adjust the difficulty and mechanics to your play style. Although these are collectively called difficulty settings, some of the choices are rather a matter of preference. Right now those settings can only be adjusted when starting a new campaign.","Při zahájení nové hry můžete upravit různá nastavení, aby obtížnost a mechaniky odpovídaly vašemu hernímu stylu. Ačkoli se tato nastavení souhrnně nazývají nastavení obtížnosti, některé volby jsou spíše otázkou preference. Momentálně lze tato nastavení upravit pouze při zahájení nové kampaně.",
JWK-FM-General-Difficultysettings-394f7058-Youcanquicklycha,"You can quickly change all settings by selecting one of the predefined presets. Selecting a preset does not prevent you from adjusting the settings further - if you change any of the options, the preset selector will automatically  switch to <b>Custom</b>, retaining all other settings from the preset. This way you can use any of the presets as a starting point.",,
JWK-FM-General-Difficultysettings-Title,Difficulty settings,Nastavení obtížnosti,
JWK-FM-General-Difficultysettings-eae24d1e-Ifthisisyourfirs,"If this is your first playthrough, we recommend using <b>Normal</b> preset to experience a balanced gameplay the way it was envisioned.",,
JWK-FM-General-NewGame-12f43a92-Factions,Factions,Frakce,
JWK-FM-General-NewGame-3f76a747-Whetheryoulaunch,"Whether you launch via single player scenario, host a local server or set up a dedicated server, new <b>Freedom Fighters</b> game is started using an ingame UI. All three playing methods are supported. Moreover, you can freely switch between single player and a locally hosted server - your campaign progres will carry over seamlessly.",,
JWK-FM-General-NewGame-5f1c6a80-Ifthereisnosaved,"If there is no saved data present, all joining players will see a <b>pre game</b> screen. If you are playing on a dedicated server, you need to log in as an admin to configure the game and launch it. This is automatic for single players and local hosts.",,
JWK-FM-General-NewGame-6fadf98b-playerfactionthe,"- <b>player faction</b>: the resistance faction. Irregular forces that will use a mix of their own and allied faction equipment.<br/>- <b>enemy faction</b>: the occupier faction. Regular and organized army, controlling all significant points on the map, with no shortage of assets.<br/>- <b>allied faction</b>: external power that supplies the resistance with political and military aid. Not directly present in the world, but the resistance may have access to some of its weapons and vehicles.<br/>- <b>civilian faction</b>: the local population, present in towns and non-military facilities. Depending on world events, specific characters may become supporters of the resistance or occupier forces and become involved.",,
JWK-FM-General-NewGame-7c888406-Duringpregameyou,During pre game you can select faction configuration and multiple difficulty options. <b>Setup and difficulty settings   cannot be changed later</b>. Ability to change difficulty settings during a campaign will be added in future.,,
JWK-FM-General-NewGame-8648472c-OthersettingsYou,<b>Other settings</b><br/>You can also change the displayed format of the ingame currency to your liking. This is purely a cosmetic feature and has no impact on the actual gameplay mechanics.,,
JWK-FM-General-NewGame-Title,New Game,,
JWK-FM-General-NewGame-af518093-Duetomanyadditio,"Due to many additional features, <b>Freedom Fighters</b> is not automatically compatible with modded factions. In the base version, you can play as <b>FIA</b>, and choose between <b>USA</b> and <b>USSR</b> in allied and occupier faction roles. Support for outstanding community created factions will be added in future.",,
JWK-FM-General-NewGame-d064b2d0-Pregame,Pre game,Před hrou,
JWK-FM-General-Savingandpersistence-118b3297-Character,Character,Postava,
JWK-FM-General-Savingandpersistence-1a0b9460-Vehiclesfoundint,"Vehicles found in the world are not persistent by default - regardless whether you capture them on the go, or hijack from a parking spot. To preserve a vehicle during save/load, you have to assign it to a parking spot in a garage or a helipad at a controlled operating base.",,
JWK-FM-General-Savingandpersistence-69d42407-Ifyourcharacterd,"If your character dies, their body will be persisted after you disconnect or exit, enabling you to return to it. But if you lose your next character, the previous body will be removed - only the last body is preserved.",,
JWK-FM-General-Savingandpersistence-8f375cd3-FreedomFightersi,"<b>Freedom Fighters</b> is a semi-persistent scenario, which means that overall game progress is saved, but not the exact state of the world. Global save is performed periodically every 10 minutes to protect players from losing progress due to a fatal crash, and on every server exit (or closing the game in single player). In multiplayer, the player profile is saved on player disconnect.",,
JWK-FM-General-Savingandpersistence-Title,Saving and persistence,Uložení a persistence,
JWK-FM-General-Savingandpersistence-a1d9ffc4-Thismeansthateve,"This means that every fight counts and you can effectively clear garrisons by war of attrition, small chunks at a time.",,
JWK-FM-General-Savingandpersistence-a4293751-Claimingownershi,Claiming ownership of a vehicle does not affect its persistence.,,
JWK-FM-General-Savingandpersistence-aed4709b-YourAIsubordinat,Your AI subordinates are saved with your character. In multiplayer they will join and leave the server with you.,,
JWK-FM-General-Savingandpersistence-b7bf73a2-Enemies,Enemies,Nepřátelé,
JWK-FM-General-Savingandpersistence-c1a6120d-Specificenemycha,"Specific enemy characters are not saved, so if you exit the game while surrounded by enemies, they will be gone after you load the game. Garrison compositions are however saved, which means if you attack a place of interest and eliminate a single enemy, that specific character will not automatically reappear. If you clear a location, but do not capture it, it will remain empty after the load - of course, unless enemy reinforcements arrive!",,
JWK-FM-General-Savingandpersistence-ce9c1cd5-Ifyouabandonaveh,"If you abandon a vehicle in the world and get sufficiently far away, it may be gone once you get back! Assigning the vehicle to a parking spot also prevents this. Additionally, you will be able to recover the vehicle from far away.",,
JWK-FM-General-Savingandpersistence-d103dd3c-Yourcharacterpos,"Your character position and inventory is fully saved. On return you will spawn at the same location you have exited, so make sure to exit the game while in a safe location!",,
JWK-FM-General-Savingandpersistence-e6b80bac-Vehicles,Vehicles,Vozidla,
JWK-FM-General-Strategyguide-22eb4cf2-Proceedtothefact,"Proceed to the factory and clear the <b>enemy garrison</b>. You’ll likely face heavy resistance, but you can tackle it in stages. If you’re playing solo, consider using a sniper rifle to harass enemies from a distance, frequently changing position to avoid detection. In other situations, a frontal assault with AI squadmates may be effective.",,
JWK-FM-General-Strategyguide-23ee0c78-Gettingsuppliesb,"Getting supplies becomes much easier once you’ve captured your first factory. It will passively produce new supplies each day, which you can transport to your FOBs, hideouts, or donate to towns. Factories continue production even when you skip time by resting in beds, so you can use this mechanism at moments of downtime. You should now focus on capturing additional factories to maximize your <b>production throughput</b>.",,
JWK-FM-General-Strategyguide-3a85c720-Yournextpriority,"Your next priority should be to <b>establish a network of hideouts</b> across all towns. To do this, you need to increase support in each of them. Don’t focus on a single location - instead, spread your efforts: hang posters in town <u>A</u>, donate supplies in town <u>B</u>, move on to town <u>C</u>, and eventually return to <u>A</u>. This rotation helps avoid diminishing returns and keeps the threat level moderately low.",,
JWK-FM-General-Strategyguide-438cebec-Nowyourereadytoc,"Now you’re ready to capture an <b>enemy factory</b>. Choose one near your FOB, or establish a new one. Make sure it’s stocked with weapons, ammunition, and medical items - either bring them manually or provide enough supplies so they can be purchased from the armory, medical tent, or other facilities. Set up a garage and park at least two vehicles. Whether you’re playing solo or with others, you can also build a living area to command a squad of recruits during the assault.",,
JWK-FM-General-Strategyguide-54cb07a8-Onceyouhaveastea,"Once you have a steady surplus of supplies, you can start taking over towns and military bases using the same process - ultimately leading to the <b>liberation of all territories and victory in the campaign</b>.",,
JWK-FM-General-Strategyguide-78fb8bcf-Startbycompletin,"Start by completing the <b>introductory storyline</b>. By the end of it, you should have established your first <b>FOB</b> and learned how to earn money by collecting enemy <b>dogtags</b>, as well as how to raise support by hanging <b>propaganda posters</b>.",,
JWK-FM-General-Strategyguide-8206082a-Onceyoucleartheg,"Once you clear the garrison and enter the factory area, a <b>battle will begin</b>. Thanks to your hideout network, friendly fighters should arrive to help even the odds. If your character is killed, you’ll be able to quickly respawn at your FOB, grab a vehicle, and return to the battle before it’s lost.",,
JWK-FM-General-Strategyguide-Title,Strategy guide,Průvodce strategií,
JWK-FM-General-Strategyguide-b2e83fd5-Everynewhideoutw,"Every new hideout will make your life a little easier - reducing travel time to resupply, pick up posters, or report mission progress. Once your hideouts are established, stock them with supplies, including your <b>HQ</b>. Resupplied hideouts enable the resistance to dispatch fighters who can assist in capturing key points of interest.",,
JWK-FM-General-Strategyguide-b3e38570-Placingpostersan,"Placing posters and talking to people may not be enough in towns with larger populations. The most effective method is <b>donating supplies</b>, which at this point can be obtained in one of the following ways:<br/>- <b>Purchase with money at ports</b>: Earn money by turning in dogtags, completing resistance missions, or selling loot at shops.<br/>- <b>Raid an enemy factory</b>: Go in guns blazing, or infiltrate undercover and casually drive off with the cargo.<br/>- <b>Ambush enemy transports</b>: Enemy trucks may carry varying amounts of supplies.<br/>- <b>Loot enemy checkpoints</b>: Occasionally, you may find a pile of supplies nearby.",,
JWK-FM-General-Strategyguide-f56ffbd1-Inthemeantimecon,"In the meantime, consider capturing <b>radio and radar sites</b>, which will help you consolidate your control over territory. This makes traveling safer, as enemy patrols will only appear in zones still under their control.",,
JWK-FM-General-Tips-0b3690c5-Makesuretohaveat,"Make sure to have at least one dose of epinephrine on you. It can be self-administered if you get downed, which is crucial for lone wolves.",,
JWK-FM-General-Tips-29ce1466-Bloodiedclothesw,"Bloodied clothes will make you wanted on sight. If your clothes are bloodied, you will see a hint on the inventory screen.","Zakrvácené oblečení vás učiní hledanými na první pohled. Pokud je vaše oblečení zakrvácené, zobrazí se vám upozornění na obrazovce inventáře.",
JWK-FM-General-Tips-2ce22dc3-Enemygarrisonswi,"Enemy garrisons will usually outnumber you or your group, but don’t worry - every attack and every eliminated  enemy counts, and eventually you will win the war of attrition. Apply hit & run tactics - approach a base, snipe a few enemies, send a rocket and vanish in the woods. Rinse and repeat.",,
JWK-FM-General-Tips-45321b3b-Youcanusepublicp,"You can use public payphones to report resistance activity and lure the enemy into an ambush, or provoke a battle.","Veřejné telefonní budky můžete využít k nahlášení aktivit odboje a vylákání nepřítele do léčky, nebo k vyprovokování bitvy.",
JWK-FM-General-Tips-59cd876f-Youcanalsosteals,"You can also steal supplies from an enemy factory without capturing it. Likewise, create distraction, drive up in an enemy cargo truck while disguised, load supplies and get away quickly!","Z nepřátelské továrny můžete také ukrást zásoby, aniž byste ji obsadili. Stejně tak odveďte pozornost, přijďte v nepřátelském nákladním voze v přestrojení, naložte zásoby a rychle odjeďte!",
JWK-FM-General-Tips-60485557-Youcanpurchaseci,"You can purchase civilian clothes in a clothing shop. It may be useful to store a few sets at your military base, so you can disguise as a civilian after respawning.","Civilní oblečení si můžete zakoupit v obchodě s oblečením. Může být užitečné uložit si několik sad na vaší vojenské základně, abyste se po znovuzrození mohli převléknout za civilistu.",
JWK-FM-General-Tips-80dcc867-Beforetryingtoca,"Before trying to capture an enemy base, build a FOB nearby and stock it with resources to respawn there. Place a garage and assign a vehicle that will act as a taxi. Even if your entire squad dies and the vehicle stays left on the battlefield, you will be able to recover it remotely from the FOB. In this manner you will be able to deliver reinforcements sustainably.","Než se pokusíte obsadit nepřátelskou základnu, vybudujte poblíž FOB a zásobte ji zdroji, abyste se tam mohli znovuzrodit. Postavte garáž a přiřaďte vozidlo, které bude sloužit jako taxi. I když celá vaše jednotka padne a vozidlo zůstane na bojišti, budete jej moci na dálku získat zpět z FOB. Tímto způsobem budete schopni udržitelně dopravovat posily.",
JWK-FM-General-Tips-Title,Tips,Tipy,
JWK-FM-General-Tips-a823a09b-Makesuretostocky,Make sure to stock your hideouts fully before attempting to capture a town or a military base. The supplies will allow friendlies to take part in the battle.,"Ujistěte se, že své úkryty plně zásobíte, než se pokusíte obsadit město nebo vojenskou základnu. Zásoby umožní spojencům zapojit se do bitvy.",
JWK-FM-General-Tips-aaabcabe-Youcanuseanyhand,You can use any handheld radio to contact the resistance officer if you are within signal range of a controlled radio site. Remember to tune your radio to correct frequency according to the timetable.,,
JWK-FM-General-Tips-b9730e1c-TheHQwillbeshutd,"The HQ will be shut down and moved to a new location if you endanger it. Any stocked supplies will be lost in the process, wasting the resistance efforts.","Velitelství bude uzavřeno a přesunuto na nové místo, pokud jej ohrozíte. Jakékoli uskladněné zásoby budou během tohoto procesu ztraceny, čímž přijdou vniveč snahy odboje.",
JWK-FM-General-Tips-cc4f81bd-Passingambulance,"Passing ambulances may contain significant amounts of medical items, including epinephrine, in their trunks. Medics may also carry epinephrine.","Projíždějící sanitky mohou ve svých kufrech obsahovat značné množství zdravotnických předmětů, včetně adrenalinu. Zdravotníci mohou také nosit adrenalin u sebe.",
JWK-FM-General-Tips-dee74fae-Youcancaptureene,"You can capture enemy APCs or helicopters in the early game. Scout the location and ask for distraction at the other side of the enemy compound. Disguise yourself in enemy uniform to enter the illegal zone freely and hijack the vehicle, while everyone’s attention is elsewhere.",,
JWK-FM-General-Tips-e4dd2b88-Donotgetintoafig,"Do not get into a fight if you don’t have a way out. Situation usually escalates very quickly and you may find yourself surrounded and overwhelmed, even if you had the upper hand at the start. Have an exit strategy and don’t be afraid to break contact. You can always come later and try again.",,
JWK-FM-General-Title,General,Obecné,
JWK-FM-General-Victoryanddefeat-0f065f33-Defeat,Defeat,Porážka,
JWK-FM-General-Victoryanddefeat-11c81ac7-Campaignprogress,Campaign progress,Průběh kampaně,
JWK-FM-General-Victoryanddefeat-41b5a275-Atanypointyoucan,"At any point, you can check your campaign progress using the radial menu accessed by and selecting the appropriate option. Note that <b>total progress</b> includes optional objectives, not required for <b>victory</b>, therefore it is possible to finish the campaign without reaching 100% completion.",,
JWK-FM-General-Victoryanddefeat-5000fbeb-Theresistancewil,"The resistance will be defeated if no <b>freedom fighter</b> is alive, and there is no <b>respawn location</b> available in the world. This can be caused by lack of resources, lack of population support, being overrun with enemies, or other reasons depending on the <b>respawn location</b> type. Look up <b>Respawn</b> in FM to learn more.","Odboj bude poražen, pokud nebude naživu žádný <b>bojovník za svobodu</b> a ve světě nebude dostupné žádné <b>místo znovuzrození</b>. To může být způsobeno nedostatkem zdrojů, nedostatkem podpory obyvatelstva, převahou nepřátel nebo jinými důvody v závislosti na typu <b>místa znovuzrození</b>. Více se dozvíte v části <b>Znovuzrození</b> v Polní příručce.",
JWK-FM-General-Victoryanddefeat-Title,Victory and defeat,Vítězství a porážka,
JWK-FM-General-Victoryanddefeat-bb133a4f-FreedomFightersi,"<b>Freedom Fighters</b> is an open-world campaign, but not open-ended. There are specific conditions in which your uprising will either achieve <b>victory</b> or <b>defeat</b>. When this happens, the campaign will end and you will have to start all over.","<b>Freedom Fighters</b> je kampaň s otevřeným světem, ale není nekonečná. Existují konkrétní podmínky, za kterých vaše povstání dosáhne buď <b>vítězství</b>, nebo <b>poražky</b>. Jakmile k tomu dojde, kampaň skončí a budete muset začít znovu od začátku.",
JWK-FM-General-Victoryanddefeat-bee9d4fe-Inordertoreachvi,"In order to reach <b>victory</b>, the resistance has to have control over or neutralize all of the following points of interest:<br/>- towns<br/>- factories<br/>- military bases<br/>- radio towers<br/>- radar sites",,
JWK-FM-General-Victoryanddefeat-bf0639c6-Victory,Victory,Vítězství,
JWK-FM-General-Victoryanddefeat-c83fe4b4-Onlywithallofthe,Only with all of the above will the resistance have enough political and military power to upkeep its rule.,,
JWK-FM-HeartsandMinds-Civiliansoverview-11c81ac7-Campaignprogress,Campaign progress,Průběh kampaně,
JWK-FM-HeartsandMinds-Civiliansoverview-380467e6-Income,Income,Příjem,
JWK-FM-HeartsandMinds-Civiliansoverview-8e1e039a-Eachsupporterwil,Each supporter will donate a small amount of money to the resistance every day. The funds are then split equally and sent to all present <b>freedom fighters</b> automatically.,Každý podporovatel každý den daruje odboji malou částku peněz. Tyto prostředky jsou následně rovnoměrně rozděleny a automaticky odeslány všem přítomným <b>bojovníkům za svobodu</b>.,
JWK-FM-HeartsandMinds-Civiliansoverview-Title,Civilians overview,Civilisté,
JWK-FM-HeartsandMinds-Civiliansoverview-b9205365-Populationsuppor,"Population support is required indirectly to finish the campaign. Without it, you won’t be able to control all required points of interest. It counts towards the progress, so you need to convince every single person to reach 100%.",,
JWK-FM-HeartsandMinds-Civiliansoverview-bd042af6-Civilianpopulati,"Civilian population is a key element in your revolution. After all, it is their freedom you are fighting for. Just incidentally they also happen to fuel your efforts with money and manpower. Each civilian may have one of the following stances regarding revolution:<br/>- <b>supporting</b>: friendly to the resistance members and disapproving of the occupier.<br/>- <b>neutral</b>: no stance, the initial state for most of the population. They don’t really care about the revolution or the occupier forces. They can be turned into supporters, given enough reasons to.<br/>- <b>hostile</b>: actively against the revolution and supporting the occupier. They cannot be turned into supporters, but given enough time they may become neutral.",,
JWK-FM-HeartsandMinds-Civiliansoverview-c6da0b02-Youcaninspectgen,"You can inspect general population stats in the campaign progress menu. To check local trends, inspect selected town on the map. Population composition is represented by a progress bar, with color-coded segments proportional to the popularity of relevant stance.",,
JWK-FM-HeartsandMinds-Civiliansoverview-e647b2d6-Populationmoodsw,"Population moods will change in reaction to your actions. While civilians are rather tolerant to acts of war and inconveniences caused by combat against the occupier, any wrongdoings towards them will turn them hostile very quickly. Keep in mind your supporters may become hostile just as well, negating your hard-earned friendliness.",,
JWK-FM-HeartsandMinds-Donatingsupplies-1229003e-Freestuffisanexc,"Free stuff is an excellent method to gain supporters, whether you are a politician, or… a politician-to-be.  If you win the revolution, of course. The downside is that you actually have to bring the stuff to the table.  But here comes the good news - when it’s free, nobody will ask you how you got it.",,
JWK-FM-HeartsandMinds-Donatingsupplies-1efd4334-Donatingsupplies,"Donating supplies is a rather expensive method, unless you have a surplus of your own production. Supplies are also vital to your own operations, so giving them away in the early stages of the revolution may not be the best choice.",,
JWK-FM-HeartsandMinds-Donatingsupplies-3400de82-Thereisnolimitas,"There is no limit as to how many supplies and how often you can donate to a specific town, but many donations over a short period of time will stop having an effect on the support. It’s best to diversify and distribute the supplies evenly to many towns in a concurrent manner. Donation effects wear out after some time, so you can come back<br/>and donate another shipment later.",,
JWK-FM-HeartsandMinds-Donatingsupplies-6b7cedb3-Loadyourvehiclew,"Load your vehicle with supplies and drive to the exact location of the town marker, as shown on your map. Come to a full stop once you are within 50 meters from the marker. A prompt should appear, and the donation option will be available in the radial menu.",,
JWK-FM-HeartsandMinds-Donatingsupplies-Title,Donating supplies,Darování zásob,
